"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",20,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",22,,
"ITE2","Umbria","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",35.2,,
"ITE2","Umbria","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",36.3,,
"ITFG","Mezzogiorno","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",1596,,
"ITFG","Mezzogiorno","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",1550,,
"ITE4","Lazio","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",29.2,,
"ITE4","Lazio","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",26.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_COMP","average number of members","AVE","average","2018","2018",1.9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2,,
"ITE","Centro (I)","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",5.6,,
"ITE","Centro (I)","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",6.1,,
"9","50,001 inhab. and over","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",1006,,
"9","50,001 inhab. and over","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",977,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",62,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",66.6,,
"8","10,001 - 50,000 inhab.","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",31.3,,
"8","10,001 - 50,000 inhab.","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",31.7,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",73.1,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",72.1,,
"ITD3","Veneto","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",502,,
"ITD3","Veneto","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",486,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",25.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",32.5,,
"ITG","Isole","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",31.4,,
"ITG","Isole","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",32.2,,
"ITC","Nord-ovest","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",3.9,,
"ITC","Nord-ovest","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",4.3,,
"3","metropolitan area - suburbs","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",373,,
"3","metropolitan area - suburbs","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",392,,
"ITF5","Basilicata","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",61,,
"ITF5","Basilicata","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",64,,
"ITD1","Provincia Autonoma Bolzano / Bozen","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",33.4,,
"ITD1","Provincia Autonoma Bolzano / Bozen","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",35.6,,
"9","50,001 inhab. and over","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4.8,,
"9","50,001 inhab. and over","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.8,,
"IT","Italy","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",4582,,
"IT","Italy","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",4675,,
"ITF5","Basilicata","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",13,,
"ITF5","Basilicata","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",11,,
"ITD5","Emilia-Romagna","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",728,,
"ITD5","Emilia-Romagna","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",748,,
"ITG1","Sicilia","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",6.7,,
"ITG1","Sicilia","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",5.8,,
"ITCD","Nord","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",35.8,,
"ITCD","Nord","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",35.3,,
"ITG","Isole","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",34.5,,
"ITG","Isole","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",35.5,,
"ITFG","Mezzogiorno","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",55.9,,
"ITFG","Mezzogiorno","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",55.5,,
"8","10,001 - 50,000 inhab.","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",35.7,,
"8","10,001 - 50,000 inhab.","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",36.3,,
"ITE3","Marche","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",112,,
"ITE3","Marche","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",115,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",15.7,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",16.7,,
"9","50,001 inhab. and over","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",34.8,,
"9","50,001 inhab. and over","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",34,,
"ITG2","Sardegna","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",42,,
"ITG2","Sardegna","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",43,,
"8","10,001 - 50,000 inhab.","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",2406,,
"8","10,001 - 50,000 inhab.","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",2368,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",51,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",51,,
"ITC1","Piemonte","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",131,,
"ITC1","Piemonte","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",130,,
"ITF","Sud","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",56.1,,
"ITF","Sud","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",55.6,,
"6","until 2,000 inhab.","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",48.3,,
"6","until 2,000 inhab.","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",47.6,,
"ITD5","Emilia-Romagna","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",67.2,,
"ITD5","Emilia-Romagna","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",69.9,,
"ITE2","Umbria","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",66.6,,
"ITE2","Umbria","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",67.3,,
"ITG1","Sicilia","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",231,,
"ITG1","Sicilia","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",237,,
"ITFG","Mezzogiorno","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",70.7,,
"ITFG","Mezzogiorno","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",71.9,,
"ITF6","Calabria","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",136,,
"ITF6","Calabria","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",143,,
"ITE4","Lazio","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",62.6,,
"ITE4","Lazio","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",65.2,,
"7","2,001 - 10,000 inhab.","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",1035,,
"7","2,001 - 10,000 inhab.","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",971,,
"ITCD","Nord","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",1191,,
"ITCD","Nord","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",1158,,
"ITF3","Campania","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",305,,
"ITF3","Campania","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",307,,
"ITE4","Lazio","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",49.6,,
"ITE4","Lazio","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",50.1,,
"3","metropolitan area - suburbs","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",192,,
"3","metropolitan area - suburbs","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",163,,
"ITG","Isole","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",749,,
"ITG","Isole","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",728,,
"ITF6","Calabria","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",84,,
"ITF6","Calabria","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",97,,
"ITD","Nord-est","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",265,,
"ITD","Nord-est","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",260,,
"6","until 2,000 inhab.","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",74.4,,
"6","until 2,000 inhab.","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",73.6,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",28,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",31,,
"ITF1","Abruzzo","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",85,,
"ITF1","Abruzzo","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",87,,
"ITF5","Basilicata","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",32.5,,
"ITF5","Basilicata","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",32.8,,
"ITE2","Umbria","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",48.9,,
"ITE2","Umbria","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",50.1,,
"ITC4","Lombardia","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",35.3,,
"ITC4","Lombardia","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",36.4,,
"ITF2","Molise","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",4,,
"ITF2","Molise","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",6,,
"ITD5","Emilia-Romagna","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",255,,
"ITD5","Emilia-Romagna","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",259,,
"ITC","Nord-ovest","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",55.3,,
"ITC","Nord-ovest","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",55.1,,
"ITF","Sud","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",70.7,,
"ITF","Sud","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",72.1,,
"ITC3","Liguria","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",78,,
"ITC3","Liguria","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",78,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",68.3,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",74.2,,
"ITC4","Lombardia","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",34.1,,
"ITC4","Lombardia","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",34.5,,
"ITC4","Lombardia","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",1440,,
"ITC4","Lombardia","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",1464,,
"3","metropolitan area - suburbs","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",76.2,,
"3","metropolitan area - suburbs","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",75.9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",2.1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",2.7,,
"ITD3","Veneto","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",99,,
"ITD3","Veneto","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",98,,
"2","metropolitan area - centre","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",1526,,
"2","metropolitan area - centre","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",1697,,
"2","metropolitan area - centre","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",72.8,,
"2","metropolitan area - centre","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",74.2,,
"ITC","Nord-ovest","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",35.8,,
"ITC","Nord-ovest","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",35.6,,
"ITF4","Puglia","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",245,,
"ITF4","Puglia","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",255,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",27.3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",31.1,,
"9","50,001 inhab. and over","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",17.3,,
"9","50,001 inhab. and over","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",17.7,,
"2","metropolitan area - centre","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",19.9,,
"2","metropolitan area - centre","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",20.7,,
"ITF5","Basilicata","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",87,,
"ITF5","Basilicata","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",87,,
"ITCD","Nord","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",53.9,,
"ITCD","Nord","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",54.2,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",2.6,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",2.3,,
"ITCD","Nord","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",4.4,,
"ITCD","Nord","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",4.7,,
"ITC4","Lombardia","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",891,,
"ITC4","Lombardia","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",886,,
"2","metropolitan area - centre","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",568,,
"2","metropolitan area - centre","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",643,,
"ITG","Isole","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4.2,,
"ITG","Isole","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.1,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",155,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",157,,
"ITD","Nord-est","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",266,,
"ITD","Nord-est","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",265,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",77,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",78,,
"ITC1","Piemonte","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",68,,
"ITC1","Piemonte","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",86,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",12.6,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",12.4,,
"ITE3","Marche","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",77,,
"ITE3","Marche","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",82,,
"8","10,001 - 50,000 inhab.","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",1669,,
"8","10,001 - 50,000 inhab.","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",1623,,
"ITG1","Sicilia","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.5,,
"ITG1","Sicilia","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.5,,
"ITE","Centro (I)","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",970,,
"ITE","Centro (I)","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",998,,
"ITF2","Molise","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",26,,
"ITF2","Molise","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",28,,
"ITD5","Emilia-Romagna","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",79,,
"ITD5","Emilia-Romagna","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",95,,
"ITE1","Toscana","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",315,,
"ITE1","Toscana","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",303,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",47.2,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",47.8,,
"ITCD","Nord","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.2,,
"ITCD","Nord","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.3,,
"ITD2","Provincia Autonoma Trento","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",75,,
"ITD2","Provincia Autonoma Trento","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",71,,
"8","10,001 - 50,000 inhab.","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",2083,,
"8","10,001 - 50,000 inhab.","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",2052,,
"9","50,001 inhab. and over","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",210,,
"9","50,001 inhab. and over","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",214,,
"ITG","Isole","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",75.4,,
"ITG","Isole","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",76.8,,
"ITG","Isole","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",862,,
"ITG","Isole","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",893,,
"ITC","Nord-ovest","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",278,,
"ITC","Nord-ovest","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",309,,
"ITC1","Piemonte","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",371,,
"ITC1","Piemonte","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",373,,
"ITF5","Basilicata","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",13.7,,
"ITF5","Basilicata","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",14.5,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",13.9,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",12.8,,
"3","metropolitan area - suburbs","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",68.1,,
"3","metropolitan area - suburbs","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",69,,
"ITF2","Molise","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",73.2,,
"ITF2","Molise","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",76.8,,
"ITE","Centro (I)","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",640,,
"ITE","Centro (I)","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",683,,
"ITD3","Veneto","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",50.9,,
"ITD3","Veneto","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",51.8,,
"ITD1","Provincia Autonoma Bolzano / Bozen","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",73,,
"ITD1","Provincia Autonoma Bolzano / Bozen","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",78,,
"ITD","Nord-est","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",1012,,
"ITD","Nord-est","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",1019,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",46.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",56.8,,
"ITG","Isole","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",16.6,,
"ITG","Isole","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",18,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",101,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",105,,
"8","10,001 - 50,000 inhab.","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",15.5,,
"8","10,001 - 50,000 inhab.","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",15.7,,
"ITE1","Toscana","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",177,,
"ITE1","Toscana","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",188,,
"ITF1","Abruzzo","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",66,,
"ITF1","Abruzzo","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",64,,
"8","10,001 - 50,000 inhab.","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",76.2,,
